Sentence #,Word,NER Label,,
Sentence: 12,scripts,I-Skills,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,frameworks,I-Skills,,
,,,,
Sentence: 15,to,O,,
,,,,
Sentence: 16,streamline,B-Responsibilities,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,enhance,I-Responsibilities,,
,,,,
Sentence: 19,the,O,,
,,,,
Sentence: 20,testing,B-Skills,,
,,,,
Sentence: 21,process,I-Skills,,
,,,,
Sentence: 22,They,O,,
,,,,
Sentence: 23,focus,B-Responsibilities,,
,,,,
Sentence: 24,on,O,,
,,,,
Sentence: 25,automating,I-Responsibilities,,
,,,,
Sentence: 26,repetitive,I-Skills,,
,,,,
Sentence: 27,tests,I-Skills,,
,,,,
Sentence: 28,to,O,,
,,,,
Sentence: 29,improve,B-Responsibilities,,
,,,,
Sentence: 30,efficiency,I-Skills,,
,,,,
Sentence: 31,and,O,,
,,,,
Sentence: 32,maintain,B-Responsibilities,,
,,,,
Sentence: 33,test,B-Skills,,
,,,,
Sentence: 34,consistency,I-Skills,,
,,,,
Sentence: 1,Systems,B-Designation,,
,,,,
Sentence: 2,Engineer,I-Designation,,
,,,,
Sentence: 3,Cloud,B-Designation,,
,,,,
Sentence: 4,Systems,I-Designation,,
,,,,
Sentence: 5,Engineer,I-Designation,,
,,,,
Sentence: 6,As,O,,
,,,,
Sentence: 7,a,O,,
,,,,
Sentence: 8,Cloud,B-Designation,,
,,,,
Sentence: 9,Systems,I-Designation,,
,,,,
Sentence: 10,Engineer,I-Designation,,
,,,,
Sentence: 11,you,O,,
,,,,
Sentence: 12,will,O,,
,,,,
Sentence: 13,be,O,,
,,,,
Sentence: 14,responsible,B-Responsibilities,,
,,,,
Sentence: 15,for,O,,
,,,,
Sentence: 16,designing,B-Responsibilities,,
,,,,
Sentence: 17,implementing,I-Responsibilities,,
,,,,
Sentence: 18,and,O,,
,,,,
Sentence: 19,managing,I-Responsibilities,,
,,,,
Sentence: 20,cloud,B-Skills,,
,,,,
Sentence: 21,infrastructure,I-Skills,,
,,,,
Sentence: 22,solutions,I-Skills,,
,,,,
Sentence: 23,You,O,,
,,,,
Sentence: 24,will,O,,
,,,,
Sentence: 25,work,B-Responsibilities,,
,,,,
Sentence: 26,with,O,,
,,,,
Sentence: 27,cloud,B-Skills,,
,,,,
Sentence: 28,platforms,I-Skills,,
,,,,
Sentence: 29,like,O,,
,,,,
Sentence: 30,AWS,O,,
,,,,
Sentence: 31,Azure,O,,
,,,,
Sentence: 32,or,O,,
,,,,
Sentence: 33,GCP,O,,
,,,,
Sentence: 34,to,O,,
,,,,
Sentence: 35,build,B-Responsibilities,,
,,,,
Sentence: 36,scalable,I-Skills,,
,,,,
Sentence: 37,and,O,,
,,,,
Sentence: 38,reliable,I-Skills,,
,,,,
Sentence: 39,systems,I-Skills,,
,,,,
Sentence: 40,Your,O,,
,,,,
Sentence: 41,role,O,,
,,,,
Sentence: 42,involves,O,,
,,,,
Sentence: 43,optimizing,B-Responsibilities,,
,,,,
Sentence: 44,cloud,B-Skills,,
,,,,
Sentence: 45,resources,I-Skills,,
,,,,
Sentence: 46,ensuring,B-Responsibilities,,
,,,,
Sentence: 47,security,I-Skills,,
,,,,
Sentence: 48,and,O,,
,,,,
Sentence: 49,troubleshooting,I-Responsibilities,,
,,,,
Sentence: 50,issues,I-Responsibilities,,
,,,,
Sentence: 51,to,O,,
,,,,
Sentence: 52,maintain,B-Responsibilities,,
,,,,
Sentence: 53,high,B-Quality,,
,,,,
Sentence: 54,system,I-Quality,,
,,,,
Sentence: 55,availability,I-Quality,,
,,,,
Sentence: 56,and,O,,
,,,,
Sentence: 57,performance,I-Quality,,
,,,,
Sentence: 1,Occupational,B-Designation,,
,,,,
Sentence: 2,Therapist,I-Designation,,
,,,,
Sentence: 3,Geriatric,B-Designation,,
,,,,
Sentence: 4,Occupational,I-Designation,,
,,,,
Sentence: 5,Therapist,I-Designation,,
,,,,
Sentence: 6,A,O,,
,,,,
Sentence: 7,Geriatric,B-Designation,,
,,,,
Sentence: 8,Occupational,I-Designation,,
,,,,
Sentence: 9,Therapist,I-Designation,,
,,,,
Sentence: 10,works,B-Responsibilities,,
,,,,
Sentence: 11,with,O,,
,,,,
Sentence: 12,elderly,I-Skills,,
,,,,
Sentence: 13,individuals,I-Skills,,
,,,,
Sentence: 14,to,O,,
,,,,
Sentence: 15,address,B-Responsibilities,,
,,,,
Sentence: 16,age-related,I-Skills,,
,,,,
Sentence: 17,health,I-Skills,,
,,,,
Sentence: 18,issues,I-Skills,,
,,,,
Sentence: 19,and,O,,
,,,,
Sentence: 20,maintain,B-Responsibilities,,
,,,,
Sentence: 21,independence,I-Skills,,
,,,,
Sentence: 22,and,O,,
,,,,
Sentence: 23,quality,I-Skills,,
,,,,
Sentence: 24,of,O,,
,,,,
Sentence: 25,life,I-Skills,,
,,,,
Sentence: 1,Structural,B-Designation,,
,,,,
Sentence: 2,Engineer,I-Designation,,
,,,,
Sentence: 3,Bridge,B-Designation,,
,,,,
Sentence: 4,Engineer,I-Designation,,
,,,,
Sentence: 5,A,O,,
,,,,
Sentence: 6,Bridge,B-Designation,,
,,,,
Sentence: 7,Engineer,I-Designation,,
,,,,
Sentence: 8,specializes,B-Responsibilities,,
,,,,
Sentence: 9,in,O,,
,,,,
Sentence: 10,designing,B-Responsibilities,,
,,,,
Sentence: 11,and,O,,
,,,,
Sentence: 12,maintaining,I-Responsibilities,,
,,,,
Sentence: 13,bridges,I-Skills,,
,,,,
Sentence: 14,ensuring,B-Responsibilities,,
,,,,
Sentence: 15,their,O,,
,,,,
Sentence: 16,structural,B-Skills,,
,,,,
Sentence: 17,integrity,I-Skills,,
,,,,
Sentence: 18,safety,I-Skills,,
,,,,
Sentence: 19,and,O,,
,,,,
Sentence: 20,compliance,I-Skills,,
,,,,
Sentence: 21,with,O,,
,,,,
Sentence: 22,engineering,B-Skills,,
,,,,
Sentence: 23,standards,I-Skills,,
,,,,
Sentence: 24,and,O,,
,,,,
Sentence: 25,regulations,I-Skills,,
,,,,
Sentence: 1,Occupational,B-Designation,,
,,,,
Sentence: 2,Therapist,I-Designation,,
,,,,
Sentence: 3,Mental,B-Designation,,
,,,,
Sentence: 4,Health,I-Designation,,
,,,,
Sentence: 5,Occupational,I-Designation,,
,,,,
Sentence: 6,Therapist,I-Designation,,
,,,,
Sentence: 7,A,O,,
,,,,
Sentence: 8,Mental,B-Designation,,
,,,,
Sentence: 9,Health,I-Designation,,
,,,,
Sentence: 10,Occupational,I-Designation,,
,,,,
Sentence: 11,Therapist,I-Designation,,
,,,,
Sentence: 12,assists,B-Responsibilities,,
,,,,
Sentence: 13,individuals,I-Skills,,
,,,,
Sentence: 14,with,O,,
,,,,
Sentence: 15,mental,B-Skills,,
,,,,
Sentence: 16,health,I-Skills,,
,,,,
Sentence: 17,conditions,I-Skills,,
,,,,
Sentence: 18,in,O,,
,,,,
Sentence: 19,improving,B-Responsibilities,,
,,,,
Sentence: 20,their,O,,
,,,,
Sentence: 21,daily,B-Skills,,
,,,,
Sentence: 22,functioning,I-Skills,,
,,,,
Sentence: 23,and,O,,
,,,,
Sentence: 24,coping,I-Skills,,
,,,,
Sentence: 25,skills,I-Skills,,
,,,,
Sentence: 26,through,O,,
,,,,
Sentence: 27,therapy,B-Skills,,
,,,,
Sentence: 28,and,O,,
,,,,
Sentence: 29,interventions,I-Skills,,
,,,,
Sentence: 1,Procurement,B-Designation,,
,,,,
Sentence: 2,Manager,I-Designation,,
,,,,
Sentence: 3,Procurement,B-Designation,,
,,,,
Sentence: 4,Analyst,I-Designation,,
,,,,
Sentence: 5,Analyze,B-Responsibilities,,
,,,,
Sentence: 6,procurement,B-Skills,,
,,,,
Sentence: 7,data,I-Skills,,
,,,,
Sentence: 8,identify,B-Responsibilities,,
,,,,
Sentence: 9,cost-saving,I-Skills,,
,,,,
Sentence: 10,opportunities,I-Skills,,
,,,,
Sentence: 11,and,O,,
,,,,
Sentence: 12,support,B-Responsibilities,,
,,,,
Sentence: 13,the,O,,
,,,,
Sentence: 14,procurement,B-Skills,,
,,,,
Sentence: 15,process,I-Skills,,
,,,,
Sentence: 1,Financial,B-Designation,,
,,,,
Sentence: 2,Analyst,I-Designation,,
,,,,
Sentence: 3,Investment,B-Designation,,
,,,,
Sentence: 4,Analyst,I-Designation,,
,,,,
Sentence: 5,Investment,B-Designation,,
,,,,
Sentence: 6,Analysts,I-Designation,,
,,,,
Sentence: 7,analyze,B-Responsibilities,,
,,,,
Sentence: 8,financial,B-Skills,,
,,,,
Sentence: 9,data,I-Skills,,
,,,,
Sentence: 10,and,O,,
,,,,
Sentence: 11,market,I-Skills,,
,,,,
Sentence: 12,trends,I-Skills,,
,,,,
Sentence: 13,to,O,,
,,,,
Sentence: 14,make,B-Responsibilities,,
,,,,
Sentence: 15,informed,I-Skills,,
,,,,
Sentence: 16,investment,I-Skills,,
,,,,
Sentence: 17,recommendations,I-Skills,,
,,,,
Sentence: 18,They,O,,
,,,,
Sentence: 19,research,B-Responsibilities,,
,,,,
Sentence: 20,and,O,,
,,,,
Sentence: 21,assess,B-Responsibilities,,
,,,,
Sentence: 22,investment,I-Skills,,
,,,,
Sentence: 23,opportunities,I-Skills,,
,,,,
Sentence: 24,create,B-Responsibilities,,
,,,,
Sentence: 25,financial,I-Skills,,
,,,,
Sentence: 26,models,I-Skills,,
,,,,
Sentence: 27,and,O,,
,,,,
Sentence: 28,provide,B-Responsibilities,,
,,,,
Sentence: 29,insights,I-Skills,,
,,,,
Sentence: 30,to,O,,
,,,,
Sentence: 31,guide,I-Skills,,
,,,,
Sentence: 32,investment,I-Skills,,
,,,,
Sentence: 33,decisions,I-Skills,,
,,,,
Sentence: 34,and,O,,
,,,,
Sentence: 35,portfolio,I-Skills,,
,,,,
Sentence: 36,management,I-Skills,,
,,,,
Sentence: 1,Family,B-Designation,,
,,,,
Sentence: 2,Lawyer,I-Designation,,
,,,,
Sentence: 3,Mediator,B-Designation,,
,,,,
Sentence: 4,Mediators,I-Designation,,
,,,,
Sentence: 5,facilitate,B-Responsibilities,,
,,,,
Sentence: 6,negotiations,I-Skills,,
,,,,
Sentence: 7,and,O,,
,,,,
Sentence: 8,dispute,I-Skills,,
,,,,
Sentence: 9,resolution,I-Skills,,
,,,,
Sentence: 10,between,O,,
,,,,
Sentence: 11,parties,O,,
,,,,
Sentence: 12,in,O,,
,,,,
Sentence: 13,conflict,O,,
,,,,
Sentence: 14,They,O,,
,,,,
Sentence: 15,remain,B-Skills,,
,,,,
Sentence: 16,neutral,I-Skills,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,help,B-Responsibilities,,
,,,,
Sentence: 19,parties,O,,
,,,,
Sentence: 20,reach,I-Responsibilities,,
,,,,
Sentence: 21,mutually,I-Skills,,
,,,,
Sentence: 22,acceptable,I-Skills,,
,,,,
Sentence: 23,agreements,I-Skills,,
,,,,
Sentence: 24,through,O,,
,,,,
Sentence: 25,effective,B-Skills,,
,,,,
Sentence: 26,communication,I-Skills,,
,,,,
Sentence: 27,and,O,,
,,,,
Sentence: 28,problem-solving,I-Skills,,
,,,,
Sentence: 29,techniques,I-Skills,,
,,,,
Sentence: 1,Marketing,B-Designation,,
,,,,
Sentence: 2,Analyst,I-Designation,,
,,,,
Sentence: 3,Data,B-Designation,,
,,,,
Sentence: 4,Analyst,I-Designation,,
,,,,
Sentence: 5,Analyze,B-Responsibilities,,
,,,,
Sentence: 6,data,B-Skills,,
,,,,
Sentence: 7,sets,I-Skills,,
,,,,
Sentence: 8,generate,B-Responsibilities,,
,,,,
Sentence: 9,insights,I-Skills,,
,,,,
Sentence: 10,and,O,,
,,,,
Sentence: 11,provide,B-Responsibilities,,
,,,,
Sentence: 12,data-driven,I-Skills,,
,,,,
Sentence: 13,recommendations,I-Skills,,
,,,,
Sentence: 14,to,O,,
,,,,
Sentence: 15,inform,I-Responsibilities,,
,,,,
Sentence: 16,business,I-Skills,,
,,,,
Sentence: 17,decisions,I-Skills,,
,,,,
Sentence: 1,Veterinarian,B-Designation,,
,,,,
Sentence: 2,Exotic,B-Designation,,
,,,,
Sentence: 3,Animal,I-Designation,,
,,,,
Sentence: 4,Veterinarian,I-Designation,,
,,,,
Sentence: 5,Provide,B-Responsibilities,,
,,,,
Sentence: 6,medical,B-Skills,,
,,,,
Sentence: 7,care,I-Skills,,
,,,,
Sentence: 8,and,O,,
,,,,
Sentence: 9,treatment,I-Responsibilities,,
,,,,
Sentence: 10,to,O,,
,,,,
Sentence: 11,exotic,B-Skills,,
,,,,
Sentence: 12,animals,I-Skills,,
,,,,
Sentence: 13,diagnose,B-Responsibilities,,
,,,,
Sentence: 14,illnesses,I-Skills,,
,,,,
Sentence: 15,perform,B-Responsibilities,,
,,,,
Sentence: 16,surgeries,I-Responsibilities,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,educate,B-Responsibilities,,
,,,,
Sentence: 19,owners,I-Skills,,
,,,,
Sentence: 20,on,O,,
,,,,
Sentence: 21,animal,B-Skills,,
,,,,
Sentence: 22,care,I-Skills,,
,,,,
Sentence: 1,Software,B-Designation,,
,,,,
Sentence: 2,Tester,I-Designation,,
,,,,
Sentence: 3,Automation,B-Designation,,
,,,,
Sentence: 4,Tester,I-Designation,,
,,,,
Sentence: 5,An,O,,
,,,,
Sentence: 6,Automation,B-Designation,,
,,,,
Sentence: 7,Tester,I-Designation,,
,,,,
Sentence: 8,uses,B-Responsibilities,,
,,,,
Sentence: 9,automated,B-Skills,,
,,,,
Sentence: 10,testing,I-Skills,,
,,,,
Sentence: 11,tools,I-Skills,,
,,,,
Sentence: 12,to,O,,
,,,,
Sentence: 13,verify,B-Responsibilities,,
,,,,
Sentence: 14,the,O,,
,,,,
Sentence: 15,functionality,B-Skills,,
,,,,
Sentence: 16,and,O,,
,,,,
Sentence: 17,performance,I-Skills,,
,,,,
Sentence: 18,of,O,,
,,,,
Sentence: 19,software,B-Skills,,
,,,,
Sentence: 20,applications,I-Skills,,
,,,,
Sentence: 21,They,O,,
,,,,
Sentence: 22,create,B-Responsibilities,,
,,,,
Sentence: 23,and,O,,
,,,,
Sentence: 24,execute,B-Responsibilities,,
,,,,
Sentence: 25,automated,I-Skills,,
,,,,
Sentence: 26,test,I-Skills,,
,,,,
Sentence: 27,scripts,I-Skills,,
,,,,
Sentence: 1,Network,B-Designation,,
,,,,
Sentence: 2,Administrator,I-Designation,,
,,,,
Sentence: 3,Network,B-Designation,,
,,,,
Sentence: 4,Security,I-Designation,,
,,,,
Sentence: 5,Analyst,I-Designation,,
,,,,
Sentence: 6,Protect,B-Responsibilities,,
,,,,
Sentence: 7,an,O,,
,,,,
Sentence: 8,organizations,O,,
,,,,
Sentence: 9,computer,B-Skills,,
,,,,
Sentence: 10,networks,I-Skills,,
,,,,
Sentence: 11,and,O,,
,,,,
Sentence: 12,systems,I-Skills,,
,,,,
Sentence: 13,from,O,,
,,,,
Sentence: 14,security,B-Skills,,
,,,,
Sentence: 15,threats,I-Skills,,
,,,,
Sentence: 16,monitor,B-Responsibilities,,
,,,,
Sentence: 17,network,B-Skills,,
,,,,
Sentence: 18,traffic,I-Skills,,
,,,,
Sentence: 19,and,O,,
,,,,
Sentence: 20,respond,B-Responsibilities,,
,,,,
Sentence: 21,to,O,,
,,,,
Sentence: 22,incidents,I-Responsibilities,,
,,,,
Sentence: 1,UX/UI,B-Designation,,
,,,,
Sentence: 2,Designer,I-Designation,,
,,,,
Sentence: 3,Interaction,B-Designation,,
,,,,
Sentence: 4,Designer,I-Designation,,
,,,,
Sentence: 5,Interaction,B-Designation,,
,,,,
Sentence: 6,Designers,I-Designation,,
,,,,
Sentence: 7,specialize,B-Responsibilities,,
,,,,
Sentence: 8,in,O,,
,,,,
Sentence: 9,designing,B-Responsibilities,,
,,,,
Sentence: 10,user,B-Skills,,
,,,,
Sentence: 11,interactions,I-Skills,,
,,,,
Sentence: 12,within,O,,
,,,,
Sentence: 13,digital,B-Skills,,
,,,,
Sentence: 14,interfaces,I-Skills,,
,,,,
Sentence: 15,They,O,,
,,,,
Sentence: 16,create,B-Responsibilities,,
,,,,
Sentence: 17,meaningful,I-Skills,,
,,,,
Sentence: 18,and,O,,
,,,,
Sentence: 19,engaging,I-Skills,,
,,,,
Sentence: 20,user,I-Skills,,
,,,,
Sentence: 21,experiences,I-Skills,,
,,,,
Sentence: 22,by,O,,
,,,,
Sentence: 23,considering,B-Responsibilities,,
,,,,
Sentence: 24,user,B-Skills,,
,,,,
Sentence: 25,behaviors,I-Skills,,
,,,,
Sentence: 26,and,O,,
,,,,
Sentence: 27,system,B-Skills,,
,,,,
Sentence: 28,responses,I-Skills,,
,,,,
Sentence: 1,Project,B-Designation,,
,,,,
Sentence: 2,Coordinator,I-Designation,,
,,,,
Sentence: 3,Construction,B-Designation,,
,,,,
Sentence: 4,Project,I-Designation,,
,,,,
Sentence: 5,Coordinator,I-Designation,,
,,,,
Sentence: 6,Construction,B-Designation,,
,,,,
Sentence: 7,Project,I-Designation,,
,,,,
Sentence: 8,Coordinators,I-Designation,,
,,,,
Sentence: 9,assist,B-Responsibilities,,
,,,,
Sentence: 10,in,O,,
,,,,
Sentence: 11,managing,B-Responsibilities,,
,,,,
Sentence: 12,construction,B-Skills,,
,,,,
Sentence: 13,projects,I-Skills,,
,,,,
Sentence: 14,handling,B-Responsibilities,,
,,,,
Sentence: 15,documentation,I-Responsibilities,,
,,,,
Sentence: 16,budget,B-Responsibilities,,
,,,,
Sentence: 17,tracking,I-Responsibilities,,
,,,,
Sentence: 18,and,O,,
,,,,
Sentence: 19,coordinating,B-Responsibilities,,
,,,,
Sentence: 20,subcontractors,I-Responsibilities,,
,,,,
Sentence: 1,Marketing,B-Designation,,
,,,,
Sentence: 2,Analyst,I-Designation,,
,,,,
Sentence: 3,Digital,B-Designation,,
,,,,
Sentence: 4,Marketing,I-Designation,,
,,,,
Sentence: 5,Analyst,I-Designation,,
,,,,
Sentence: 6,Analyze,B-Responsibilities,,
,,,,
Sentence: 7,digital,B-Skills,,
,,,,
Sentence: 8,marketing,I-Skills,,
,,,,
Sentence: 9,campaigns,I-Skills,,
,,,,
Sentence: 10,track,B-Responsibilities,,
,,,,
Sentence: 11,performance,I-Skills,,
,,,,
Sentence: 12,metrics,I-Skills,,
,,,,
Sentence: 13,and,O,,
,,,,
Sentence: 14,optimize,B-Responsibilities,,
,,,,
Sentence: 15,online,I-Skills,,
,,,,
Sentence: 16,marketing,I-Skills,,
,,,,
Sentence: 17,strategies,I-Skills,,
,,,,
Sentence: 1,Network,B-Designation,,
,,,,
Sentence: 2,Analyst,I-Designation,,
,,,,
Sentence: 3,Network,B-Designation,,
,,,,
Sentence: 4,Performance,I-Designation,,
,,,,
Sentence: 5,Analyst,I-Designation,,
,,,,
Sentence: 6,Network,B-Designation,,
,,,,
Sentence: 7,Performance,I-Designation,,
,,,,
Sentence: 8,Analysts,I-Designation,,
,,,,
Sentence: 9,monitor,B-Responsibilities,,
,,,,
Sentence: 10,and,O,,
,,,,
Sentence: 11,optimize,I-Responsibilities,,
,,,,
Sentence: 12,network,B-Skills,,
,,,,
Sentence: 13,performance,I-Skills,,
,,,,
Sentence: 14,They,O,,
,,,,
Sentence: 15,collect,B-Responsibilities,,
,,,,
Sentence: 16,and,O,,
,,,,
Sentence: 17,analyze,I-Responsibilities,,
,,,,
Sentence: 18,network,B-Skills,,
,,,,
Sentence: 19,data,I-Skills,,
,,,,
Sentence: 20,identify,B-Responsibilities,,
,,,,
Sentence: 21,issues,I-Responsibilities,,
,,,,
Sentence: 22,and,O,,
,,,,
Sentence: 23,implement,I-Responsibilities,,
,,,,
Sentence: 24,solutions,I-Responsibilities,,
,,,,
Sentence: 25,to,O,,
,,,,
Sentence: 26,enhance,B-Skills,,
,,,,
Sentence: 27,network,I-Skills,,
,,,,
Sentence: 28,speed,I-Skills,,
,,,,
Sentence: 29,reliability,I-Skills,,
,,,,
Sentence: 30,and,O,,
,,,,
Sentence: 31,efficiency,I-Skills,,
,,,,
Sentence: 1,Account,B-Designation,,
,,,,
Sentence: 2,Manager,I-Designation,,
,,,,
Sentence: 3,Client,B-Designation,,
,,,,
Sentence: 4,Relationship,I-Designation,,
,,,,
Sentence: 5,Manager,I-Designation,,
,,,,
Sentence: 6,Build,B-Responsibilities,,
,,,,
Sentence: 7,and,O,,
,,,,
Sentence: 8,maintain,I-Responsibilities,,
,,,,
Sentence: 9,strong,I-Quality,,
,,,,
Sentence: 10,client,I-Responsibilities,,
,,,,
Sentence: 11,relationships,I-Responsibilities,,
,,,,
Sentence: 12,understand,B-Skills,,
,,,,
Sentence: 13,their,O,,
,,,,
Sentence: 14,needs,I-Skills,,
,,,,
Sentence: 15,and,O,,
,,,,
Sentence: 16,ensure,B-Responsibilities,,
,,,,
Sentence: 17,client,I-Responsibilities,,
,,,,
Sentence: 18,satisfaction,I-Responsibilities,,
,,,,
Sentence: 1,Civil,B-Designation,,
,,,,
Sentence: 2,Engineer,I-Designation,,
,,,,
Sentence: 3,Structural,B-Designation,,
,,,,
Sentence: 4,Engineer,I-Designation,,
,,,,
Sentence: 5,A,O,,
,,,,
Sentence: 6,Structural,B-Designation,,
,,,,
Sentence: 7,Engineer,I-Designation,,
,,,,
Sentence: 8,designs,B-Responsibilities,,
,,,,
Sentence: 9,and,O,,
,,,,
Sentence: 10,analyzes,I-Responsibilities,,
,,,,
Sentence: 11,the,O,,
,,,,
Sentence: 12,structural,B-Skills,,
,,,,
Sentence: 13,integrity,I-Skills,,
,,,,
Sentence: 14,of,O,,
,,,,
Sentence: 15,buildings,I-Skills,,
,,,,
Sentence: 16,bridges,I-Skills,,
,,,,
Sentence: 17,and,O,,
,,,,
Sentence: 18,other,O,,
,,,,
Sentence: 19,structures,I-Skills,,
,,,,
Sentence: 20,They,O,,
,,,,
Sentence: 21,ensure,B-Responsibilities,,
,,,,
Sentence: 22,safety,I-Skills,,
,,,,
Sentence: 23,and,O,,
,,,,
Sentence: 24,compliance,I-Skills,,
,,,,
Sentence: 25,with,O,,
,,,,
Sentence: 26,engineering,B-Skills,,
,,,,
Sentence: 27,standards,I-Skills,,
,,,,
Sentence: 1,Digital,B-Designation,,
,,,,
Sentence: 2,Marketing,I-Designation,,
,,,,
Sentence: 3,Specialist,I-Designation,,
,,,,
Sentence: 4,Social,B-Designation,,
,,,,
Sentence: 5,Media,I-Designation,,
,,,,
Sentence: 6,Manager,I-Designation,,
,,,,
Sentence: 7,Social,B-Designation,,
,,,,
Sentence: 8,Media,I-Designation,,
,,,,
Sentence: 9,Managers,I-Designation,,
,,,,
Sentence: 10,oversee,B-Responsibilities,,
,,,,
Sentence: 11,an,O,,
,,,,
Sentence: 12,organizations,O,,
,,,,
Sentence: 13,social,B-Skills,,
,,,,
Sentence: 14,media,I-Skills,,
,,,,
Sentence: 15,presence,I-Skills,,
,,,,
Sentence: 16,They,O,,
,,,,
Sentence: 17,create,B-Responsibilities,,
,,,,
Sentence: 18,and,O,,
,,,,
Sentence: 19,schedule,I-Responsibilities,,
,,,,
Sentence: 20,content,I-Responsibilities,,
,,,,
Sentence: 21,engage,B-Responsibilities,,
,,,,
Sentence: 22,with,O,,
,,,,
Sentence: 23,followers,I-Responsibilities,,
,,,,
Sentence: 24,and,O,,
,,,,
Sentence: 25,analyze,I-Responsibilities,,
,,,,
Sentence: 26,social,B-Skills,,
,,,,
Sentence: 27,media,I-Skills,,
,,,,
Sentence: 28,metrics,I-Skills,,
,,,,
Sentence: 29,to,O,,
,,,,
Sentence: 30,drive,B-Responsibilities,,
,,,,
Sentence: 31,brand,B-Skills,,
,,,,
Sentence: 32,awareness,I-Skills,,
,,,,
Sentence: 33,and,O,,
,,,,
Sentence: 34,engagement,I-Skills,,
,,,,
Sentence: 1,Landscape,B-Designation,,
,,,,
Sentence: 2,Architect,I-Designation,,
,,,,
Sentence: 3,Residential,B-Designation,,
,,,,
Sentence: 4,Landscape,I-Designation,,
,,,,
Sentence: 5,Designer,I-Designation,,
,,,,
Sentence: 6,Create,B-Responsibilities,,
,,,,
Sentence: 7,aesthetically,I-Skills,,
,,,,
Sentence: 8,pleasing,I-Skills,,
,,,,
Sentence: 9,and,O,,
,,,,
Sentence: 10,functional,I-Skills,,
,,,,
Sentence: 11,landscape,B-Skills,,
,,,,
Sentence: 12,designs,I-Skills,,
,,,,
Sentence: 13,for,O,,
,,,,
Sentence: 14,residential,B-Skills,,
,,,,
Sentence: 15,properties,I-Skills,,
,,,,
Sentence: 1,Legal,B-Designation,,
,,,,
Sentence: 2,Secretary,I-Designation,,
,,,,
Sentence: 3,Court,B-Designation,,
,,,,
Sentence: 4,Clerk,I-Designation,,
,,,,
Sentence: 5,A,O,,
,,,,
Sentence: 6,Court,B-Designation,,
,,,,
Sentence: 7,Clerk,I-Designation,,
,,,,
Sentence: 8,manages,B-Responsibilities,,
,,,,
Sentence: 9,administrative,I-Skills,,
,,,,
Sentence: 10,tasks,I-Skills,,
,,,,
Sentence: 11,within,O,,
,,,,
Sentence: 12,a,O,,
,,,,
Sentence: 13,court,B-Skills,,
,,,,
Sentence: 14,system,I-Skills,,
,,,,
Sentence: 15,including,O,,
,,,,
Sentence: 16,maintaining,B-Responsibilities,,
,,,,
Sentence: 17,court,B-Skills,,
,,,,
Sentence: 18,records,I-Skills,,
,,,,
Sentence: 19,scheduling,B-Responsibilities,,
,,,,
Sentence: 20,hearings,I-Responsibilities,,
,,,,
Sentence: 21,and,O,,
,,,,
Sentence: 22,assisting,B-Responsibilities,,
,,,,
Sentence: 23,judges,I-Responsibilities,,
,,,,
Sentence: 24,and,O,,
,,,,
Sentence: 25,legal,B-Skills,,
